"Anno","Provincia","Euro","AL","BE","BG","BM","EL","GA","GG","IB","IG","ME","ND","Totale"
"2020","PADOVA","ND","0","170","13","1","0","5","0","0","0","0","1","190"
"2020","Totale Provincia","","11","261.479","60.670","16.450","835","258.196","0","11.354","1.093","4.152","13","614.253"
"2020","ROVIGO","EURO 0","0","6.802","1.232","682","0","1.194","0","0","0","21","2","9.933"
"2020","ROVIGO","EURO 1","0","2.242","336","241","0","570","0","0","0","2","0","3.391"
"2020","ROVIGO","EURO 2","0","7.668","705","838","0","3.151","0","0","0","1","0","12.363"
"2020","ROVIGO","EURO 3","0","6.670","600","848","0","9.917","0","0","0","39","1","18.075"
"2020","ROVIGO","EURO 4","0","14.785","5.597","4.477","0","17.028","0","17","0","660","1","42.565"
"2020","ROVIGO","EURO 5","0","6.334","3.249","3.672","0","17.124","0","131","13","721","0","31.244"
"2020","ROVIGO","EURO 6","0","10.879","4.886","3.220","0","20.929","0","1.522","219","1.448","0","43.103"
"2020","ROVIGO","NC","0","0","0","0","96","0","0","0","0","0","0","96"
"2020","ROVIGO","ND","0","50","2","3","0","1","0","0","0","0","0","56"
"2020","Totale Provincia","","0","55.430","16.607","13.981","96","69.914","0","1.670","232","2.892","4","160.826"
"2020","UDINE","EURO 0","13","20.688","695","47","0","1.864","0","0","0","2","6","23.315"
"2020","UDINE","EURO 1","0","6.527","126","12","0","667","0","0","0","1","0","7.333"
"2020","UDINE","EURO 2","0","23.554","307","53","0","3.818","0","0","0","1","0","27.733"
"2020","UDINE","EURO 3","0","22.700","316","65","0","19.572","0","0","0","2","0","42.655"
"2020","UDINE","EURO 4","0","54.715","4.391","378","0","42.535","0","73","0","36","0","102.128"
"2020","UDINE","EURO 5","1","28.128","1.719","296","0","41.523","0","614","22","55","0","72.358"
"2020","UDINE","EURO 6","0","43.664","1.883","213","0","42.699","0","5.115","419","138","0","94.131"
"2020","UDINE","NC","0","0","0","0","531","0","0","0","0","0","0","531"
"2020","UDINE","ND","0","113","7","0","0","0","0","0","0","0","0","120"
"2020","Totale Provincia","","14","200.089","9.444","1.064","531","152.678","0","5.802","441","235","6","370.304"
"2020","GORIZIA","EURO 0","3","5.038","83","7","0","287","0","0","0","0","1","5.419"
"2020","GORIZIA","EURO 1","0","1.583","31","2","0","131","0","0","0","1","0","1.748"
"2020","GORIZIA","EURO 2","0","6.261","54","7","0","716","0","0","0","0","0","7.038"
"2020","GORIZIA","EURO 3","0","6.339","53","7","0","4.039","0","0","0","1","0","10.439"
"2020","GORIZIA","EURO 4","0","16.838","623","46","0","9.153","0","33","0","4","0","26.697"
"2020","GORIZIA","EURO 5","0","8.448","213","20","0","8.455","0","160","3","3","0","17.302"
"2020","GORIZIA","EURO 6","0","12.782","261","14","0","8.260","0","1.233","61","9","0","22.620"
"2020","GORIZIA","NC","0","0","0","0","101","0","0","0","0","0","0","101"
"2020","GORIZIA","ND","0","35","0","0","0","0","0","0","0","0","0","35"
"2020","Totale Provincia","","3","57.324","1.318","103","101","31.041","0","1.426","64","18","1","91.399"
"2020","TRIESTE","EURO 0","3","8.951","147","6","0","497","0","0","0","0","4","9.608"
"2020","TRIESTE","EURO 1","0","2.595","21","1","0","229","0","0","0","0","0","2.846"
"2020","TRIESTE","EURO 2","0","8.810","72","8","0","1.020","0","0","0","1","0","9.911"
"2020","TRIESTE","EURO 3","0","8.577","55","9","0","4.966","0","0","0","0","0","13.607"
"2020","TRIESTE","EURO 4","0","23.670","725","45","0","11.282","0","28","0","4","0","35.754"
"2020","TRIESTE","EURO 5","0","12.886","227","25","0","10.203","0","270","12","7","0","23.630"
"2020","TRIESTE","EURO 6","0","19.570","261","26","0","11.407","0","2.458","107","6","0","33.835"
"2020","TRIESTE","NC","0","0","0","0","167","0","0","0","0","0","0","167"
"2020","TRIESTE","ND","0","70","0","0","0","2","0","0","0","0","1","73"
"2020","Totale Provincia","","3","85.129","1.508","120","167","39.606","0","2.756","119","18","5","129.431"
"2020","PORDENONE","EURO 0","6","10.006","547","52","0","1.080","0","0","0","4","6","11.701"
"2020","PORDENONE","EURO 1","0","3.288","139","13","0","515","0","0","0","1","0","3.956"
"2020","PORDENONE","EURO 2","0","12.655","324","74","0","3.149","0","0","0","7","0","16.209"
"2020","PORDENONE","EURO 3","0","11.955","333","72","0","13.045","0","0","0","10","0","25.415"
"2020","PORDENONE","EURO 4","0","28.164","3.920","568","0","26.659","0","55","0","81","0","59.447"
"2020","PORDENONE","EURO 5","0","13.979","1.917","431","0","26.275","0","322","20","132","0","43.076"
"2020","PORDENONE","EURO 6","0","22.284","2.286","352","0","28.491","0","3.141","321","302","0","57.177"
"2020","PORDENONE","NC","0","0","0","0","233","0","0","0","0","0","0","233"
"2020","PORDENONE","ND","0","70","2","0","0","1","0","0","0","0","1","74"
"2020","Totale Provincia","","6","102.401","9.468","1.562","233","99.215","0","3.518","341","537","7","217.288"
"2020","IMPERIA","EURO 0","4","10.956","206","20","0","1.142","0","0","0","0","0","12.328"
"2020","IMPERIA","EURO 1","0","2.669","43","4","0","410","0","0","0","0","0","3.126"
"2020","IMPERIA","EURO 2","0","8.303","100","6","0","2.139","0","0","0","0","0","10.548"
"2020","IMPERIA","EURO 3","0","8.869","114","6","0","7.078","0","0","0","1","0","16.068"
"2020","IMPERIA","EURO 4","0","18.578","1.167","48","0","14.444","0","5","0","3","0","34.245"
"2020","IMPERIA","EURO 5","0","9.001","536","42","0","12.305","0","112","4","8","0","22.008"
"2020","IMPERIA","EURO 6","1","14.696","618","20","0","11.761","0","1.624","62","13","0","28.795"
"2020","IMPERIA","NC","0","0","0","0","67","0","0","0","0","0","0","67"
"2020","IMPERIA","ND","0","45","1","0","0","1","0","0","0","0","0","47"
"2020","Totale Provincia","","5","73.117","2.785","146","67","49.280","0","1.741","66","25","0","127.232"
"2020","SAVONA","EURO 0","0","12.262","327","90","0","1.465","0","0","0","4","0","14.148"
"2020","SAVONA","EURO 1","0","2.671","86","28","0","544","0","0","0","1","0","3.330"
"2020","SAVONA","EURO 2","0","8.601","184","52","0","2.921","0","0","0","1","0","11.759"
"2020","SAVONA","EURO 3","0","9.776","169","30","0","9.581","0","0","0","5","1","19.562"
"2020","SAVONA","EURO 4","0","22.128","2.111","379","0","19.876","0","11","0","35","0","44.540"
"2020","SAVONA","EURO 5","0","11.455","1.409","366","0","17.858","0","104","11","42","0","31.245"
"2020","SAVONA","EURO 6","1","20.551","2.103","221","0","19.320","0","2.033","197","104","0","44.530"
"2020","SAVONA","NC","0","0","0","0","108","0","0","0","0","0","0","108"
"2020","SAVONA","ND","0","32","1","0","0","0","0","0","0","0","1","34"
"2020","Totale Provincia","","1","87.476","6.390","1.166","108","71.565","0","2.148","208","192","2","169.256"
"2020","GENOVA","EURO 0","7","26.920","952","188","0","4.111","0","0","0","4","4","32.186"
"2020","GENOVA","EURO 1","0","7.211","259","67","0","1.103","0","0","0","2","0","8.642"
"2020","GENOVA","EURO 2","0","20.556","524","93","0","4.861","0","0","0","3","0","26.037"
"2020","GENOVA","EURO 3","0","22.947","393","108","0","18.108","0","0","0","5","1","41.562"
"2020","GENOVA","EURO 4","0","60.547","4.276","1.094","0","43.102","0","28","0","50","0","109.097"
"2020","GENOVA","EURO 5","0","35.633","2.542","972","0","43.403","0","378","14","124","0","83.066"
"2020","GENOVA","EURO 6","0","59.097","3.878","699","0","47.672","0","7.313","415","218","0","119.292"
"2020","GENOVA","NC","0","0","0","0","431","0","0","0","0","0","0","431"
"2020","GENOVA","ND","0","38","0","0","0","1","0","0","0","0","1","40"
"2020","Totale Provincia","","7","232.949","12.824","3.221","431","162.361","0","7.719","429","406","6","420.353"
"2020","LA SPEZIA","EURO 0","0","6.542","366","95","0","1.113","0","0","0","2","2","8.120"
"2020","LA SPEZIA","EURO 1","0","1.453","82","17","0","300","0","0","0","1","0","1.853"
"2020","LA SPEZIA","EURO 2","0","4.977","200","76","0","1.342","0","0","0","3","0","6.598"
"2020","LA SPEZIA","EURO 3","0","7.079","199","96","0","5.089","0","0","0","3","1","12.467"
"2020","LA SPEZIA","EURO 4","0","16.076","2.100","868","0","12.477","0","10","0","54","1","31.586"
"2020","LA SPEZIA","EURO 5","0","9.838","2.104","1.149","0","13.385","0","101","10","138","0","26.725"
"2020","LA SPEZIA","EURO 6","0","17.510","3.916","929","0","16.782","0","1.430","136","398","0","41.101"
"2020","LA SPEZIA","NC","0","0","0","0","109","0","0","0","0","0","0","109"
"2020","LA SPEZIA","ND","0","72","1","0","0","1","0","0","0","0","0","74"
"2020","Totale Provincia","","0","63.547","8.968","3.230","109","50.489","0","1.541","146","599","4","128.633"
"2020","PIACENZA","EURO 0","5","11.502","1.038","464","0","1.873","0","0","0","4","0","14.886"
"2020","PIACENZA","EURO 1","0","2.468","273","94","0","617","0","0","0","3","0","3.455"
"2020","PIACENZA","EURO 2","0","7.584","665","244","0","3.343","0","0","0","3","0","11.839"
"2020","PIACENZA","EURO 3","0","7.374","539","196","0","9.907","0","0","0","7","0","18.023"
"2020","PIACENZA","EURO 4","0","19.406","5.218","2.199","0","18.413","0","30","0","190","2","45.458"
"2020","PIACENZA","EURO 5","0","10.777","3.453","1.850","0","21.361","0","221","9","241","0","37.912"
"2020","PIACENZA","EURO 6","1","20.215","6.028","1.431","0","25.705","0","2.471","303","476","0","56.630"
"2020","PIACENZA","NC","0","0","0","0","163","0","0","0","0","0","0","163"
"2020","PIACENZA","ND","0","98","0","1","0","2","0","0","0","0","0","101"
"2020","Totale Provincia","","6","79.424","17.214","6.479","163","81.221","0","2.722","312","924","2","188.467"
"2020","PARMA","EURO 0","19","15.340","1.226","1.882","0","2.791","0","0","0","13","1","21.272"
"2020","PARMA","EURO 1","1","3.718","313","401","0","916","0","0","0","3","0","5.352"
"2020","PARMA","EURO 2","0","11.451","746","1.017","0","4.827","0","0","0","2","0","18.043"
"2020","PARMA","EURO 3","0","11.167","690","1.050","0","13.684","0","0","0","45","0","26.636"
"2020","PARMA","EURO 4","0","28.078","7.380","7.196","0","26.109","0","51","0","767","0","69.581"
"2020","PARMA","EURO 5","0","14.950","5.677","6.499","0","31.545","0","426","38","909","0","60.044"
"2020","PARMA","EURO 6","0","29.850","11.415","6.085","0","41.397","0","4.310","511","2.130","0","95.698"
"2020","PARMA","NC","0","0","0","0","339","0","0","0","0","0","0","339"
"2020","PARMA","ND","0","47","4","2","0","0","0","0","0","0","1","54"
"2020","Totale Provincia","","20","114.601","27.451","24.132","339","121.269","0","4.787","549","3.869","2","297.019"
"2020","REGGIO EMILIA","EURO 0","14","15.666","2.097","745","0","2.765","0","0","0","16","1","21.304"
"2020","REGGIO EMILIA","EURO 1","0","3.933","527","152","0","831","0","0","0","1","0","5.444"
"2020","REGGIO EMILIA","EURO 2","0","13.882","1.433","623","0","4.363","0","0","0","5","0","20.306"
"2020","REGGIO EMILIA","EURO 3","0","15.113","1.629","1.157","0","15.580","0","0","0","53","0","33.532"
"2020","REGGIO EMILIA","EURO 4","0","35.638","14.105","7.924","0","30.602","0","78","0","676","0","89.023"
"2020","REGGIO EMILIA","EURO 5","1","17.842","8.904","5.378","0","39.067","0","535","25","758","0","72.510"
"2020","REGGIO EMILIA","EURO 6","0","35.487","13.092","3.906","0","50.212","0","5.379","520","1.346","0","109.942"
"2020","REGGIO EMILIA","NC","0","0","0","0","583","0","0","0","0","0","0","583"
"2020","REGGIO EMILIA","ND","0","71","7","2","0","4","0","0","0","0","1","85"
"2020","Totale Provincia","","15","137.632","41.794","19.887","583","143.424","0","5.992","545","2.855","2","352.729"
"2020","MODENA","EURO 0","3","25.725","2.496","734","0","5.186","0","0","0","23","6","34.173"
"2020","MODENA","EURO 1","0","5.939","586","203","0","1.281","0","0","0","5","0","8.014"
"2020","MODENA","EURO 2","0","19.886","1.502","661","0","6.769","0","0","0","19","0","28.837"
"2020","MODENA","EURO 3","0","20.552","1.557","1.238","0","21.540","0","0","0","86","0","44.973"
"2020","MODENA","EURO 4","0","48.841","16.333","8.511","0","40.981","0","116","0","846","0","115.628"
"2020","MODENA","EURO 5","0","24.587","11.026","5.414","0","52.978","0","732","32","1.070","0","95.839"
"2020","MODENA","EURO 6","0","50.371","17.474","4.197","0","69.044","0","8.104","817","1.655","0","151.662"
"2020","MODENA","NC","0","0","0","0","613","0","0","0","0","0","0","613"
"2020","MODENA","ND","0","153","8","2","0","1","0","0","0","0","0","164"
"2020","Totale Provincia","","3","196.054","50.982","20.960","613","197.780","0","8.952","849","3.704","6","479.903"
"2020","BOLOGNA","EURO 0","10","27.843","3.044","1.435","0","3.906","0","0","0","41","15","36.294"
"2020","BOLOGNA","EURO 1","0","6.900","961","449","0","1.255","0","0","0","13","0","9.578"
"2020","BOLOGNA","EURO 2","1","22.411","2.455","1.530","0","5.939","0","0","0","31","0","32.367"
"2020","BOLOGNA","EURO 3","0","24.395","2.511","2.059","0","21.485","0","0","0","136","0","50.586"
"2020","BOLOGNA","EURO 4","0","69.727","24.232","16.435","0","41.198","0","224","1","1.548","1","153.366"
"2020","BOLOGNA","EURO 5","0","34.780","14.577","11.270","0","62.739","0","2.017","62","2.130","0","127.575"
"2020","BOLOGNA","EURO 6","1","68.644","23.869","9.153","0","89.686","0","16.653","1.303","4.090","0","213.399"
"2020","BOLOGNA","NC","0","0","0","0","967","0","0","0","0","0","0","967"
"2020","BOLOGNA","ND","0","97","0","2","0","2","0","0","0","0","1","102"
"2020","Totale Provincia","","12","254.797","71.649","42.333","967","226.210","0","18.894","1.366","7.989","17","624.234"
"2020","FERRARA","EURO 0","5","10.075","1.937","833","0","1.636","0","0","0","16","3","14.505"
"2020","FERRARA","EURO 1","1","2.598","387","192","0","492","0","0","0","0","0","3.670"
"2020","FERRARA","EURO 2","0","10.144","1.179","840","0","3.330","0","0","0","2","0","15.495"
"2020","FERRARA","EURO 3","0","10.044","1.148","1.047","0","11.706","0","0","0","75","0","24.020"
"2020","FERRARA","EURO 4","0","23.696","9.858","5.625","0","19.976","0","31","0","637","0","59.823"
"2020","FERRARA","EURO 5","0","11.182","5.721","3.687","0","24.605","0","221","11","620","0","46.047"
"2020","FERRARA","EURO 6","0","19.923","8.278","3.050","0","32.992","0","2.963","307","1.270","0","68.783"
"2020","FERRARA","NC","0","0","0","0","142","0","0","0","0","0","0","142"
"2020","FERRARA","ND","0","58","5","3","0","0","0","0","0","0","1","67"
"2020","Totale Provincia","","6","87.720","28.513","15.277","142","94.737","0","3.215","318","2.620","4","232.552"
"2020","RAVENNA","EURO 0","9","12.229","2.150","1.548","0","2.363","0","0","0","11","1","18.311"
"2020","RAVENNA","EURO 1","1","3.465","516","425","0","648","0","0","0","0","0","5.055"
"2020","RAVENNA","EURO 2","0","11.488","1.370","1.356","0","4.098","0","0","0","2","0","18.314"
"2020","RAVENNA","EURO 3","0","10.961","1.248","1.350","0","14.162","0","0","0","64","0","27.785"
"2020","RAVENNA","EURO 4","0","26.884","11.237","7.208","0","24.429","0","30","0","1.004","0","70.792"
"2020","RAVENNA","EURO 5","0","12.566","6.122","5.438","0","28.135","0","299","23","1.103","0","53.686"
"2020","RAVENNA","EURO 6","0","22.301","9.172","4.071","0","37.816","0","3.129","402","1.591","0","78.482"
"2020","RAVENNA","NC","0","0","0","0","280","0","0","0","0","0","0","280"
"2020","RAVENNA","ND","0","52","3","1","0","0","0","0","0","0","0","56"
"2020","Totale Provincia","","10","99.946","31.818","21.397","280","111.651","0","3.458","425","3.775","1","272.761"
"2020","FORLI'-CESENA","EURO 0","7","12.091","1.589","714","0","1.865","0","0","0","10","3","16.279"
"2020","FORLI'-CESENA","EURO 1","0","3.326","436","207","0","646","0","0","0","0","0","4.615"
"2020","FORLI'-CESENA","EURO 2","0","11.305","1.068","816","0","3.887","0","0","0","2","0","17.078"
"2020","FORLI'-CESENA","EURO 3","1","11.082","1.162","1.040","0","13.288","0","0","0","64","0","26.637"
"2020","FORLI'-CESENA","EURO 4","0","27.798","11.348","6.085","0","24.562","0","30","0","854","0","70.677"
"2020","FORLI'-CESENA","EURO 5","0","12.897","6.232","4.069","0","27.469","0","278","9","803","0","51.757"
"2020","FORLI'-CESENA","EURO 6","0","22.636","9.449","3.046","0","36.603","0","2.693","347","1.107","0","75.881"
"2020","FORLI'-CESENA","NC","0","0","0","0","215","0","0","0","0","0","0","215"
"2020","FORLI'-CESENA","ND","0","68","4","0","0","2","0","0","0","0","0","74"
"2020","Totale Provincia","","8","101.203","31.288","15.977","215","108.322","0","3.001","356","2.840","3","263.213"
"2020","RIMINI","EURO 0","7","12.305","1.273","469","0","1.563","0","0","0","4","3","15.624"
"2020","RIMINI","EURO 1","1","2.875","366","137","0","472","0","0","0","0","0","3.851"
"2020","RIMINI","EURO 2","0","10.886","1.045","469","0","2.830","0","0","0","7","0","15.237"
"2020","RIMINI","EURO 3","0","10.328","873","617","0","10.586","0","0","0","39","0","22.443"
"2020","RIMINI","EURO 4","0","27.383","9.443","4.218","0","20.149","0","43","0","515","0","61.751"
"2020","RIMINI","EURO 5","0","12.903","5.259","3.046","0","19.805","0","315","12","601","0","41.941"
"2020","RIMINI","EURO 6","0","20.517","8.103","2.568","0","23.399","0","2.739","239","1.205","0","58.770"
"2020","RIMINI","NC","0","0","0","0","220","0","0","0","0","0","0","220"
"2020","RIMINI","ND","0","86","2","2","0","2","0","0","0","0","1","93"
"2020","Totale Provincia","","8","97.283","26.364","11.526","220","78.806","0","3.097","251","2.371","4","219.930"
"2020","MASSA CARRARA","EURO 0","0","7.708","517","211","0","1.605","0","0","0","0","0","10.041"
"2020","MASSA CARRARA","EURO 1","0","1.765","110","30","0","353","0","0","0","0","0","2.258"
"2020","MASSA CARRARA","EURO 2","0","5.302","186","110","0","1.407","0","0","0","0","0","7.005"
"2020","MASSA CARRARA","EURO 3","0","6.994","188","102","0","4.515","0","0","0","6","0","11.805"
"2020","MASSA CARRARA","EURO 4","0","14.054","2.298","1.108","0","10.594","0","10","0","42","0","28.106"
"2020","MASSA CARRARA","EURO 5","0","8.705","2.308","1.343","0","11.990","0","67","3","120","0","24.536"
